TRANSACTION_ID,TX_DATETIME,CUSTOMER_ID,TERMINAL_ID,TX_AMOUNT,TX_TIME_SECONDS,TX_TIME_DAYS,hour,month,day_of_week,time_period,TX_FRAUD,TX_FRAUD_SCENARIO
14,2024-01-01 05:49:22,42,141,348.76477792586735,1097769,12,5,1,0,late_night,1,4
14,2024-01-01 05:49:22,42,0,420.940808332056,1096556,12,5,1,0,late_night,1,4
14,2024-01-01 05:49:22,42,107,401.0138218863832,1096073,12,5,1,0,late_night,1,4
14,2024-01-01 05:49:22,42,38,144.28,20962,0,5,1,0,late_night,0,0
15,2024-01-01 06:03:03,24,110,55.67388272729286,2056542,23,6,1,0,morning,1,4
15,2024-01-01 06:03:03,24,101,43.37598281745748,2055649,23,6,1,0,morning,1,4
15,2024-01-01 06:03:03,24,198,20.07,21783,0,6,1,0,morning,0,0
15,2024-01-01 06:03:03,24,46,53.91533302385927,2057023,23,6,1,0,morning,1,4
15,2024-01-01 06:03:03,24,39,47.44430523074064,2058340,23,6,1,0,morning,1,4
16,2024-01-01 06:14:07,56,158,6.59,22447,0,6,1,0,morning,0,0
17,2024-01-01 06:15:10,80,31,348.52502037555234,1170151,13,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,195,345.40052182449,1169225,13,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,9,292.8041657597715,1168660,13,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,84,284.58981160833747,1168291,13,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,146,127.38,22510,0,6,1,0,morning,0,0
17,2024-01-01 06:15:10,80,9,359.25813608794266,2318225,26,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,153,308.34386291319026,2315217,26,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,67,333.9085080028659,994024,11,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,107,310.5634213172357,995078,11,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,46,335.7825017223779,2316567,26,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,26,359.85124434466263,992504,11,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,68,259.26052376817364,992851,11,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,151,267.8334292983607,2315892,26,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,139,268.7509557473558,2317719,26,6,1,0,morning,1,4
17,2024-01-01 06:15:10,80,187,263.09226401328664,1170283,13,6,1,0,morning,1,4
18,2024-01-01 06:26:45,94,112,119.00132283173758,738246,8,6,1,0,morning,1,4
18,2024-01-01 06:26:45,94,161,90.72585634245685,739836,8,6,1,0,morning,1,4
18,2024-01-01 06:26:45,94,79,113.31925685198294,738907,8,6,1,0,morning,1,4
18,2024-01-01 06:26:45,94,25,129.68950858096238,737355,8,6,1,0,morning,1,4
18,2024-01-01 06:26:45,94,13,97.81579348254294,738009,8,6,1,0,morning,1,4
18,2024-01-01 06:26:45,94,171,44.26,23205,0,6,1,0,morning,0,0
19,2024-01-01 06:45:10,68,68,25.93,24310,0,6,1,0,morning,0,0
20,2024-01-01 07:20:27,28,42,287.79,26427,0,7,1,0,morning,0,0
20,2024-01-01 07:20:27,28,103,740.1779955058269,1191641,13,7,1,0,morning,1,4
20,2024-01-01 07:20:27,28,15,622.7437637310364,1192143,13,7,1,0,morning,1,4
20,2024-01-01 07:20:27,28,23,685.4962624050949,1193105,13,7,1,0,morning,1,4
20,2024-01-01 07:20:27,28,78,822.4130648230534,1192652,13,7,1,0,morning,1,4
20,2024-01-01 07:20:27,28,36,727.7266396711104,1194237,13,7,1,0,morning,1,4
21,2024-01-01 07:28:08,32,101,229.02737822298297,1072781,12,7,1,0,morning,1,4
21,2024-01-01 07:28:08,32,1,200.5404127635443,1073287,12,7,1,0,morning,1,4
21,2024-01-01 07:28:08,32,189,237.33645637874898,1074153,12,7,1,0,morning,1,4
21,2024-01-01 07:28:08,32,119,257.2576959581615,1074974,12,7,1,0,morning,1,4
21,2024-01-01 07:28:08,32,88,97.92,26888,0,7,1,0,morning,0,0
21,2024-01-01 07:28:08,32,171,231.75008540845144,1418060,16,7,1,0,morning,1,4
21,2024-01-01 07:28:08,32,12,271.1080939578443,1418798,16,7,1,0,morning,1,4
21,2024-01-01 07:28:08,32,159,281.38177546037525,1419358,16,7,1,0,morning,1,4
22,2024-01-01 07:30:04,58,94,35.06,27004,0,7,1,0,morning,0,0
23,2024-01-01 07:48:51,38,120,165.97,28131,0,7,1,0,morning,0,0
24,2024-01-01 07:49:47,44,139,139.03,28187,0,7,1,0,morning,0,0
25,2024-01-01 07:51:12,97,162,354.75918403618283,219092,2,7,1,0,morning,1,4
25,2024-01-01 07:51:12,97,193,314.5396990617959,218945,2,7,1,0,morning,1,4
25,2024-01-01 07:51:12,97,123,146.47,28272,0,7,1,0,morning,0,0
25,2024-01-01 07:51:12,97,114,421.5651801188192,219990,2,7,1,0,morning,1,4
25,2024-01-01 07:51:12,97,101,294.1832016960193,219437,2,7,1,0,morning,1,4
25,2024-01-01 07:51:12,97,78,340.5601408241711,218054,2,7,1,0,morning,1,4
26,2024-01-01 07:54:33,92,125,8.25,28473,0,7,1,0,morning,0,0
27,2024-01-01 08:10:47,73,133,123.62760522972489,492893,5,8,1,0,morning,1,4
27,2024-01-01 08:10:47,73,73,168.10478491292952,1253606,14,8,1,0,morning,1,4
27,2024-01-01 08:10:47,73,53,126.84176246654728,1254719,14,8,1,0,morning,1,4
27,2024-01-01 08:10:47,73,16,56.92,29447,0,8,1,0,morning,0,0
27,2024-01-01 08:10:47,73,0,130.539354685598,1253073,14,8,1,0,morning,1,4
27,2024-01-01 08:10:47,73,152,160.20114472374456,491617,5,8,1,0,morning,1,4
27,2024-01-01 08:10:47,73,63,129.58099967630486,1255371,14,8,1,0,morning,1,4
27,2024-01-01 08:10:47,73,37,166.34588501816037,492117,5,8,1,0,morning,1,4
27,2024-01-01 08:10:47,73,73,148.20069781469888,490979,5,8,1,0,morning,1,4
28,2024-01-01 08:12:41,97,161,49.93,29561,0,8,1,0,morning,0,0
29,2024-01-01 08:18:37,37,48,90.51,29917,0,8,1,0,morning,0,0
30,2024-01-01 08:33:01,50,192,21.39,30781,0,8,1,0,morning,0,0
31,2024-01-01 08:33:07,20,127,56.51,30787,0,8,1,0,morning,0,0
32,2024-01-01 08:42:57,97,194,42.51,31377,0,8,1,0,morning,0,0
33,2024-01-01 08:43:05,36,35,12.08,31385,0,8,1,0,morning,0,0
34,2024-01-01 09:03:56,1,123,45.0,32636,0,9,1,0,morning,0,0
34,2024-01-01 09:03:56,1,18,98.97602249187254,666618,7,9,1,0,morning,1,4
34,2024-01-01 09:03:56,1,117,130.89816173848644,665969,7,9,1,0,morning,1,4
34,2024-01-01 09:03:56,1,193,100.80504966172633,667626,7,9,1,0,morning,1,4
34,2024-01-01 09:03:56,1,188,109.49498375354143,665436,7,9,1,0,morning,1,4
35,2024-01-01 09:09:22,36,154,21.12,32962,0,9,1,0,morning,0,0
36,2024-01-01 09:15:01,70,84,45.48,33301,0,9,1,0,morning,0,0
37,2024-01-01 09:18:21,4,175,900.3701047392746,1530357,17,9,1,0,morning,1,4
37,2024-01-01 09:18:21,4,149,946.1962770556498,1531183,17,9,1,0,morning,1,4
37,2024-01-01 09:18:21,4,56,755.6323923328952,1531063,17,9,1,0,morning,1,4
37,2024-01-01 09:18:21,4,67,793.7389933307437,1532604,17,9,1,0,morning,1,4
37,2024-01-01 09:18:21,4,74,367.35,33501,0,9,1,0,morning,0,0
38,2024-01-01 09:28:09,67,57,61.17,34089,0,9,1,0,morning,0,0
39,2024-01-01 09:31:54,71,64,64.0,34314,0,9,1,0,morning,0,0
40,2024-01-01 09:38:02,89,197,85.06,34682,0,9,1,0,morning,0,0
41,2024-01-01 09:57:29,23,21,39.05,35849,0,9,1,0,morning,0,0
42,2024-01-01 10:01:26,25,190,27.06,36086,0,10,1,0,morning,0,0
42,2024-01-01 10:01:26,25,152,67.39584435401474,406346,4,10,1,0,morning,1,4
42,2024-01-01 10:01:26,25,94,55.589985492791314,404790,4,10,1,0,morning,1,4
42,2024-01-01 10:01:26,25,157,70.35603958996376,404832,4,10,1,0,morning,1,4
42,2024-01-01 10:01:26,25,160,80.7530282738461,404020,4,10,1,0,morning,1,4
42,2024-01-01 10:01:26,25,34,58.96631208418687,403398,4,10,1,0,morning,1,4
43,2024-01-01 10:08:19,36,35,16.14,36499,0,10,1,0,morning,0,0
44,2024-01-01 10:14:34,24,105,36.09,36874,0,10,1,0,morning,0,0
45,2024-01-01 10:17:34,27,159,311.12448160904967,1706389,19,10,1,0,morning,1,4
45,2024-01-01 10:17:34,27,127,283.00298015960414,1706556,19,10,1,0,morning,1,4
45,2024-01-01 10:17:34,27,166,107.16,37054,0,10,1,0,morning,0,0
45,2024-01-01 10:17:34,27,22,238.65457892799228,1705673,19,10,1,0,morning,1,4
45,2024-01-01 10:17:34,27,3,258.6019185148363,1705041,19,10,1,0,morning,1,4
45,2024-01-01 10:17:34,27,79,271.57853846678853,1706505,19,10,1,0,morning,1,4
46,2024-01-01 10:26:46,29,18,137.2,37606,0,10,1,0,morning,0,0
46,2024-01-01 10:26:46,29,127,307.99255999488804,2369923,27,10,1,0,morning,1,4
46,2024-01-01 10:26:46,29,78,336.0636639161911,2369157,27,10,1,0,morning,1,4
46,2024-01-01 10:26:46,29,105,364.7464362612233,2370282,27,10,1,0,morning,1,4
46,2024-01-01 10:26:46,29,192,324.60734019788265,2369770,27,10,1,0,morning,1,4
47,2024-01-01 10:27:56,70,6,55.03,37676,0,10,1,0,morning,0,0
48,2024-01-01 10:55:58,38,120,77.73,39358,0,10,1,0,morning,0,0
49,2024-01-01 11:01:08,76,161,350.2,39668,0,11,1,0,morning,0,0
50,2024-01-01 11:08:01,15,39,15.57,40081,0,11,1,0,morning,0,0
51,2024-01-01 11:08:01,73,110,205.54,40081,0,11,1,0,morning,0,0
52,2024-01-01 11:15:02,18,77,83.51,40502,0,11,1,0,morning,0,0
53,2024-01-01 11:33:43,4,177,559.57,41623,0,11,1,0,morning,0,0
54,2024-01-01 11:45:09,13,12,247.01792052842202,913096,10,11,1,0,morning,1,4
54,2024-01-01 11:45:09,13,84,310.004702815156,912690,10,11,1,0,morning,1,4
54,2024-01-01 11:45:09,13,8,254.9517085304172,912230,10,11,1,0,morning,1,4
54,2024-01-01 11:45:09,13,112,313.8288147361954,911600,10,11,1,0,morning,1,4
54,2024-01-01 11:45:09,13,128,106.7,42309,0,11,1,0,morning,0,0
54,2024-01-01 11:45:09,13,26,309.83169401888773,913364,10,11,1,0,morning,1,4
55,2024-01-01 11:49:16,8,88,22.01,42556,0,11,1,0,morning,0,0
56,2024-01-01 11:59:14,55,82,413.5,43154,0,11,1,0,morning,0,0
57,2024-01-01 12:10:20,94,21,106.99,43820,0,12,1,0,afternoon,0,0
58,2024-01-01 12:11:56,63,152,42.55,43916,0,12,1,0,afternoon,0,0
59,2024-01-01 12:19:43,28,42,1115.9,44383,0,12,1,0,afternoon,0,0
60,2024-01-01 12:26:11,54,111,68.58945142498064,145594,1,12,1,0,afternoon,1,4
60,2024-01-01 12:26:11,54,88,75.25701206819902,145717,1,12,1,0,afternoon,1,4
60,2024-01-01 12:26:11,54,96,30.18,44771,0,12,1,0,afternoon,0,0
60,2024-01-01 12:26:11,54,130,86.98849184900811,144985,1,12,1,0,afternoon,1,4
61,2024-01-01 12:32:09,3,129,21.18,45129,0,12,1,0,afternoon,0,0
62,2024-01-01 12:36:01,76,123,325.64,45361,0,12,1,0,afternoon,0,0
63,2024-01-01 12:57:40,32,49,143.59,46660,0,12,1,0,afternoon,0,0
64,2024-01-01 12:57:59,14,17,367.04,46679,0,12,1,0,afternoon,0,0
65,2024-01-01 13:02:21,87,141,123.07,46941,0,13,1,0,afternoon,0,0
65,2024-01-01 13:02:21,87,63,344.2165956395225,1782463,20,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,147,349.9132868610758,1780746,20,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,98,368.31901947815874,1780715,20,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,49,265.42029101014305,1687894,19,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,37,297.41182335524854,1780072,20,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,116,336.504607541462,1689036,19,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,147,269.1364780549437,1688130,19,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,71,299.95710120204984,1688436,19,13,1,0,afternoon,1,4
65,2024-01-01 13:02:21,87,25,339.44860255747454,1687116,19,13,1,0,afternoon,1,4
66,2024-01-01 13:12:36,6,155,26.8,47556,0,13,1,0,afternoon,0,0
67,2024-01-01 13:26:39,55,82,293.62,48399,0,13,1,0,afternoon,0,0
68,2024-01-01 13:33:00,42,38,345.22,48780,0,13,1,0,afternoon,0,0
69,2024-01-01 13:34:25,99,165,27.16,48865,0,13,1,0,afternoon,0,0
70,2024-01-01 13:41:44,79,56,52.72,49304,0,13,1,0,afternoon,0,0
71,2024-01-01 13:52:17,28,42,427.0,49937,0,13,1,0,afternoon,0,0
72,2024-01-01 13:56:58,25,0,55.66,50218,0,13,1,0,afternoon,0,0
73,2024-01-01 13:59:10,20,119,153.13,50350,0,13,1,0,afternoon,0,0
74,2024-01-01 14:02:04,4,110,378.68,50524,0,14,1,0,afternoon,0,0
75,2024-01-01 14:35:29,77,88,481.4918544849836,1962830,22,14,1,0,afternoon,1,4
75,2024-01-01 14:35:29,77,61,431.0169935262892,1962302,22,14,1,0,afternoon,1,4
75,2024-01-01 14:35:29,77,104,473.8721968806771,1963044,22,14,1,0,afternoon,1,4
75,2024-01-01 14:35:29,77,36,474.5487766752243,1961828,22,14,1,0,afternoon,1,4
75,2024-01-01 14:35:29,77,139,406.34543318265725,1963760,22,14,1,0,afternoon,1,4
75,2024-01-01 14:35:29,77,131,192.0,52529,0,14,1,0,afternoon,0,0
76,2024-01-01 14:39:00,75,197,48.59,52740,0,14,1,0,afternoon,0,0
77,2024-01-01 14:53:09,52,34,34.8,53589,0,14,1,0,afternoon,0,0
78,2024-01-01 14:55:44,87,141,74.81,53744,0,14,1,0,afternoon,0,0
79,2024-01-01 15:11:09,8,109,28.5,54669,0,15,1,0,afternoon,0,0
80,2024-01-01 15:22:00,39,72,65.39,55320,0,15,1,0,afternoon,0,0
81,2024-01-01 15:31:38,80,146,130.32,55898,0,15,1,0,afternoon,0,0
82,2024-01-01 15:41:42,49,29,72.44,56502,0,15,1,0,afternoon,0,0
83,2024-01-01 15:45:52,27,166,51.38,56752,0,15,1,0,afternoon,0,0
84,2024-01-01 15:53:53,23,158,51.55,57233,0,15,1,0,afternoon,0,0
85,2024-01-01 15:57:55,26,61,70.06,57475,0,15,1,0,afternoon,0,0
86,2024-01-01 16:24:56,8,88,44.32,59096,0,16,1,0,afternoon,0,0
87,2024-01-01 16:33:58,46,32,5.62,59638,0,16,1,0,afternoon,0,0
88,2024-01-01 17:05:27,20,4,157.56,61527,0,17,1,0,afternoon,0,0
89,2024-01-01 17:18:51,88,70,29.39,62331,0,17,1,0,afternoon,0,0
90,2024-01-01 17:31:33,45,65,713.92,63093,0,17,1,0,afternoon,0,0
91,2024-01-01 17:32:50,98,52,22.03,63170,0,17,1,0,afternoon,0,0
92,2024-01-01 17:32:54,85,148,34.21,63174,0,17,1,0,afternoon,0,0
92,2024-01-01 17:32:54,85,37,89.64819109620592,1540461,17,17,1,0,afternoon,1,4
92,2024-01-01 17:32:54,85,34,102.41206691027499,1540126,17,17,1,0,afternoon,1,4
92,2024-01-01 17:32:54,85,162,100.80314493153026,1539323,17,17,1,0,afternoon,1,4
93,2024-01-01 17:41:30,77,132,622.81,63690,0,17,1,0,afternoon,0,0
94,2024-01-01 17:46:51,53,116,3.14,64011,0,17,1,0,afternoon,0,0
95,2024-01-01 18:00:04,79,193,32.56,64804,0,18,1,0,evening,0,0
96,2024-01-01 18:00:35,22,115,42.4,64835,0,18,1,0,evening,0,0
97,2024-01-01 18:27:59,60,71,26.785768621579553,2141723,24,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,145,28.97131558097859,2216210,25,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,63,31.674130228169748,2214056,25,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,41,24.96441705447495,2214954,25,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,156,27.465183897223735,2140978,24,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,116,28.0158793403158,2142730,24,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,166,34.58241052433729,2142758,24,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,36,29.922946960046694,2214750,25,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,74,27.363178550136237,332369,3,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,31,36.50667406481616,330713,3,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,111,31.272548926390673,330748,3,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,65,31.553359562632128,329891,3,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,165,36.10749827939332,2217012,25,18,1,0,evening,1,4
97,2024-01-01 18:27:59,60,85,12.44,66479,0,18,1,0,evening,0,0
98,2024-01-01 18:45:29,39,120,22.79,67529,0,18,1,0,evening,0,0
99,2024-01-01 19:08:07,53,53,29.57,68887,0,19,1,0,evening,0,0
100,2024-01-01 19:12:05,32,88,37.68,69125,0,19,1,0,evening,0,0
101,2024-01-01 19:23:04,24,161,48.38,69784,0,19,1,0,evening,0,0
102,2024-01-01 19:23:51,10,161,42.06,69831,0,19,1,0,evening,0,0
103,2024-01-01 19:24:30,0,82,95.43068195931662,473283,5,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,56,83.8860593028708,903498,10,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,127,81.87262182078219,902722,10,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,35,81.87751354528835,472871,5,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,61,120.91779211413352,473954,5,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,52,98.21626104118133,903380,10,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,172,93.20809669612117,473893,5,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,92,110.55282889094856,472469,5,19,1,0,evening,1,4
103,2024-01-01 19:24:30,0,108,40.48,69870,0,19,1,0,evening,0,0
104,2024-01-01 20:03:52,4,79,336.69,72232,0,20,1,0,evening,0,0
105,2024-01-01 21:35:56,8,109,57.39,77756,0,21,1,0,evening,0,0
106,2024-01-01 21:36:36,29,124,98.55,77796,0,21,1,0,evening,0,0
107,2024-01-01 21:43:28,87,141,100.13,78208,0,21,1,0,evening,0,0
108,2024-01-01 22:02:04,32,109,138.27,79324,0,22,1,0,evening,0,0
109,2024-01-01 22:12:11,37,48,140.26,79931,0,22,1,0,evening,0,0
110,2024-01-02 00:28:22,48,71,256.505513714307,1351030,15,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,61,330.8855432335411,1350492,15,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,161,335.48094656461035,1349845,15,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,44,114.17,88102,1,0,1,1,late_night,0,0
110,2024-01-02 00:28:22,48,132,331.33515792989886,1858133,21,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,38,289.48939953349657,1855909,21,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,158,327.54596321136523,1856069,21,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,168,239.56828188912962,1855578,21,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,145,249.96819905607728,1854745,21,0,1,1,late_night,1,4
110,2024-01-02 00:28:22,48,153,310.63613757528236,1350525,15,0,1,1,late_night,1,4
111,2024-01-02 02:31:20,71,39,46.02,95480,1,2,1,1,late_night,0,0
112,2024-01-02 03:07:18,36,35,10.01,97638,1,3,1,1,late_night,0,0
113,2024-01-02 03:24:22,45,7,191.76,98662,1,3,1,1,late_night,0,0
114,2024-01-02 03:31:04,62,34,21.3,99064,1,3,1,1,late_night,0,0
115,2024-01-02 03:36:58,27,166,95.01,99418,1,3,1,1,late_night,0,0
116,2024-01-02 03:56:08,36,35,10.33,100568,1,3,1,1,late_night,0,0
117,2024-01-02 04:05:55,62,34,27.52,101155,1,4,1,1,late_night,0,0
118,2024-01-02 04:15:23,45,58,186.92,101723,1,4,1,1,late_night,0,0
119,2024-01-02 05:04:21,25,76,7.71,104661,1,5,1,1,late_night,0,0
120,2024-01-02 05:08:10,16,35,105.74102288312764,2305740,26,5,1,1,late_night,1,4
120,2024-01-02 05:08:10,16,160,100.56234511288594,2306207,26,5,1,1,late_night,1,4
120,2024-01-02 05:08:10,16,172,92.45126111695457,2306742,26,5,1,1,late_night,1,4
120,2024-01-02 05:08:10,16,71,87.88374764755712,2309020,26,5,1,1,late_night,1,4
120,2024-01-02 05:08:10,16,61,36.38,104890,1,5,1,1,late_night,0,0
120,2024-01-02 05:08:10,16,82,81.62509774213108,2308407,26,5,1,1,late_night,1,4
121,2024-01-02 05:21:46,72,134,8.3,105706,1,5,1,1,late_night,0,0
